432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 29А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ  АУРА"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 30|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 32|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЛЛЭНД"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 33/6|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЛЛЭНД"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 34|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 35|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 37|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 37А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 39|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 3А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 40А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕНЕССАНС СИТИ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 42|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПУГАЧЕВСКОЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 42А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕНЕССАНС СИТИ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 42Б|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПУГАЧЕВСКОЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 43/12|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 44А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 4/5|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЛЛЭНД"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 46|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПУГАЧЕВСКОЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 47|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМСТРОЙ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 48|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 49|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМСТРОЙ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 49А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМСТРОЙ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 51А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМСТРОЙ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 51Б|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИМСТРОЙ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 53|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СФЕРА ЖКХ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 53А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КОММУНАЛЬНЫЙ  СТАНДАРТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 54|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 55/11|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 56|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СВОБОДНЫЙ ВЫБОР"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 57/10|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ МЕГАЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 59Б|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ МЕГАЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 61А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ МЕГАЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 63|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМАШНИЙ МАСТЕР"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 65|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОСТАРТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 69|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 71|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КОММУНАЛЬНЫЙ  СТАНДАРТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 75|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 77|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 7/8|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЛИГА-СЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 8|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЛИГА-СЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Автозаводская, д. 9|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЛИГА-СЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Горького, д. 10/2|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МОНОЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Горького, д. 1/2|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЖК"""
432008, Ульяновская обл, г. Ульяновск, ул. Горького, д. 2А/4|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Горького, д. 4|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Горького, д. 7/17|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КОММУНАЛЬНЫЙ  СТАНДАРТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Горького, д. 8/19|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Достоевского, д. 13|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КОММУНАЛЬНЫЙ  СТАНДАРТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Достоевского, д. 15|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Достоевского, д. 17|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""НАШ ГОРОД"""
432008, Ульяновская обл, г. Ульяновск, ул. Достоевского, д. 19|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Достоевского, д. 24|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Достоевского, д. 7|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЛИГА-СЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 11/10|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕНЕССАНС СИТИ"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 13|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕНЕССАНС СИТИ"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 14/5|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА ЖИЗНИ"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 15|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 16/6|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 18|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""КОММУНАЛЬНЫЙ  СТАНДАРТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 18А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 20|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЛИГА-СЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 20А|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 21|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 24|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 25/7|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 2|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ВЕКТОР"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 2А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ВЕКТОР"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 4|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ФОРТУНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 4А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ФОРТУНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 7|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЛИГА-СЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Лихачева, д. 9/5|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЛИГА-СЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 11|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 11, корп. 2|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПУГАЧЕВСКОЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 13|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 15/33|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""МИНИНА И ПОЖАРСКОГО"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 17/34|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТКОМ"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 19|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТКОМ"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 21|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТКОМ"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 23|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ МЕГАЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 25|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 27|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Минина, д. 5|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СВОБОДНЫЙ ВЫБОР"""
432008, Ульяновская обл, г. Ульяновск, ул. Октябрьская, д. 16|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МОНОЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Октябрьская, д. 18|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МОНОЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Октябрьская, д. 18А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ МЕГАЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Октябрьская, д. 4|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Октябрьская, д. 4А|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Октябрьская, д. 6|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Октябрьская, д. 9|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЗАСВИЯЖСКОГО РАЙОНА"""
432008, Ульяновская обл, г. Ульяновск, ул. Орская, д. 1/17|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОН-СЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Орская, д. 1|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТКОМ"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 15|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПУГАЧЕВСКОЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 19|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПУГАЧЕВСКОЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 27|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 29А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СВОБОДНЫЙ ВЫБОР"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 31|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СВОБОДНЫЙ ВЫБОР"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 31А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 33|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЛЛЭНД"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 35|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЛЛЭНД"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 5|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МАЯК"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 5А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ МЕГАЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 6|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СВОБОДНЫЙ ВЫБОР"""
432008, Ульяновская обл, г. Ульяновск, ул. Пожарского, д. 8|"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ТОВАРИЩЕСТВ СОБСТВЕННИКОВ ЖИЛЬЯ"""
432008, Ульяновская обл, г. Ульяновск, ул. Полбина, д. 11|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК СОГЛАСИЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Полбина, д. 12|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЛИГА-СЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Полбина, д. 14|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МОНОЛИТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Полбина, д. 16|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ  АУРА"""
432008, Ульяновская обл, г. Ульяновск, ул. Полбина, д. 2|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Полбина, д. 3|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Полбина, д. 4|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМСТРОЙСЕРВИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Полбина, д. 7|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМ' ОК"""
432008, Ульяновская обл, г. Ульяновск, ул. Пугачева, д. 1-А|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПУГАЧЕВСКОЕ"""
432008, Ульяновская обл, г. Ульяновск, ул. Пугачева, д. 2|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТКОМ"""
432008, Ульяновская обл, г. Ульяновск, ул. Ростовская, д. 10|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""РАССВЕТ"""
432008, Ульяновская обл, г. Ульяновск, ул. Ростовская, д. 11|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЖК"""
432008, Ульяновская обл, г. Ульяновск, ул. Ростовская, д. 13|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТРОПОЛИС"""
432008, Ульяновская обл, г. Ульяновск, ул. Ростовская, д. 14|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СВОБОДНЫЙ ВЫБОР"""
432008, Ульяновская обл, г. Ульяновск, ул. Ростовская, д. 16|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СВОБОДНЫЙ ВЫБОР"""
